"Rank","Name","Rep","Post_Count","Followers","Following","Posting","Curation","Steem","Steem_Power","Steem_Dollars","Estimated_Value"
"#312","broncnutz",54.1,"263","460","473","367,544","83,614","0","40,075","0","$34,869"
"#313","knozaki2015",77.3,"7,949","3,132","741","205,011,767","4,563,853","0","39,904","111","$34,811"
"#314","pal",61.1,"522","696","48","3,920,237","4,564,455","0","39,752","0","$34,588"
"#315","zefa",59.3,"654","372","197","1,093,610","383,522","1","39,396","18","$34,294"
"#316","redpalestino",66.6,"1,745","957","969","5,518,802","745,752","0","38,895","527","$34,274"
"#317","chitty",68.3,"1,121","1,524","1,078","27,813,555","3,076,609","301","38,375","416","$33,993"
"#318","timotirado",52.5,"93","73","15","305,682","14,277","0","38,985","0","$33,920"
"#319","teamsmooth",25,"0","53","0","0","0","974","6,537","33,113","$33,657"
"#320","hunter",25,"0","0","0","0","0","0","38,211","0","$33,247"
"#321","papa-pepper",75.4,"22,541","6,104","5,925","97,469,907","1,082,349","3,804","33,629","619","$33,077"
"#322","yougotflagged",25,"0","52","22","0","181,372","0","37,899","0","$32,975"
"#323","asksisk",40.1,"156","436","0","9,990","722,247","100","37,550","8","$32,766"
"#324","joshbreslauer",60.1,"677","402","36","845,487","5,443,341","15,586","21,908","57","$32,670"
"#325","joeyd",47.4,"39","63","16","64,390","4,278","9,258","28,159","8","$32,563"
"#326","jamesbond",25,"0","0","0","0","0","0","37,387","0","$32,530"
"#327","dirkzett",60.1,"697","434","298","1,133,505","1,869,022","0","36,986","116","$32,276"
"#328","hitbtc-exchange",25,"2","18","0","0","0","36,942","6","5","$32,151"
"#329","alex",25,"2","44","0","0","0","3","36,681","0","$31,919"
"#330","tim4",25,"0","0","0","0","0","0","36,602","0","$31,847"
"#331","kingscrown",73.3,"2,526","6,823","61","90,778,093","5,414,064","2,855","28,263","5,208","$31,341"
"#332","elyaque",69.6,"5,648","2,374","1,681","14,600,924","1,457,638","0","35,912","0","$31,247"
"#333","gringalicious",72.6,"13,020","2,986","2,650","37,107,206","1,719,949","2","34,682","1,194","$31,156"
"#334","james212",56.9,"365","470","344","347,417","3,019,946","0","35,638","3","$31,010"
"#335","yan-kovalenko",51,"67","148","7","25,291","191,793","10,230","25,390","1","$30,993"
"#336","luckyguy",25,"0","34","3","0","0","35,584","0","0","$30,961"
"#337","leon-fu",55.2,"43","233","28","779,313","65,152","0","35,514","0","$30,900"
"#338","penguinpablo",70.4,"1,328","2,439","75","17,054,398","1,992,073","1,199","30,468","3,941","$30,781"
"#339","theoretical",63.5,"118","411","0","18,695,762","121,012","5","29,635","5,812","$30,550"
"#340","aizensou",65.6,"202","1,096","61","18,914,912","934,740","9,401","25,089","2","$30,011"
"#341","jesta",69.8,"1,685","3,349","79","55,376,599","8,083,334","0","34,481","0","$30,001"
"#342","erihn",25,"0","38","0","0","521","0","34,420","0","$29,948"
"#343","wmougayar",63.5,"46","222","5","24,040,994","1,468","3,949","26,871","3,801","$29,929"
"#344","apinch",25,"0","3","0","0","0","33,000","6","1,313","$29,794"
"#345","supercomputing",25,"0","21","0","0","0","34,037","160","0","$29,754"
"#346","mynewsteemit",54.9,"264","178","53","406,927","237,753","0","32,794","1,414","$29,692"
"#347","clayop",71.3,"2,716","2,345","285","41,514,413","8,839,978","829","32,430","819","$29,609"
"#348","somebody",59,"476","361","48","1,940,029","2,615,146","11","33,599","401","$29,572"
"#349","timcliff",71.9,"6,067","2,930","1,843","38,756,672","692,709","868","32,815","282","$29,539"
"#350","changelly",51.5,"183","300","2","29,559","4","33,207","25","596","$29,404"
"#351","shaka",67.2,"1,576","1,200","1,055","7,655,165","10,717,446","12","33,678","39","$29,345"
"#352","cornerstone",44.6,"28","283","60","8,177","1,702,640","5,014","28,326","0","$29,009"
"#353","ajvest",61.6,"374","725","44","5,148,752","2,609,799","495","32,625","0","$28,817"
"#354","hipster",66.7,"415","804","50","24,720,521","2,937,131","5,597","27,504","10","$28,809"
"#355","randomthoughts",51.3,"33","59","1","91,418","96,764","0","33,074","0","$28,777"
"#356","jacobcards",66.3,"1,881","827","551","4,871,808","165,502","2,001","30,969","71","$28,745"
"#357","try",25,"0","0","0","0","0","0","33,013","0","$28,724"
"#358","nextgen622",64.4,"973","891","446","4,997,205","1,604,888","0","32,923","4","$28,649"
"#359","hedge-x",54.5,"599","649","406","202,525","1,176,998","10","32,862","44","$28,638"
"#360","ugos",9.1,"42","86","3","5,120","98,881","0","32,611","4","$28,378"
"#361","au1nethyb1",62.1,"64","707","9","12,208,037","14,392,823","19,828","12,763","0","$28,357"
"#362","krnel",76.4,"5,058","2,707","2,044","110,736,965","1,275,700","21,378","10,107","1,059","$28,262"
"#363","jsg",59.2,"451","264","20","1,833,566","955,106","0","32,253","233","$28,254"
"#364","itchykitten",56,"859","609","357","1,056,865","280,168","2,680","29,077","496","$28,038"
"#365","busy.org",66.4,"13","1,033","0","36,275,146","204","12,161","18,593","1,107","$27,666"
"#366","robrigo",65.2,"811","1,071","983","9,471,905","6,813,569","200","31,422","95","$27,592"
"#367","me-tarzan",67.8,"4,045","1,155","968","7,609,028","539,490","12","29,370","2,394","$27,526"
"#368","adept",46.9,"73","132","25","13,749","823","0","10,575","22,188","$27,375"
"#369","kitten",25,"0","16","0","0","4","5,709","25,750","0","$27,372"
"#370","spectral",62,"124","132","13","9,346,281","38,697","2","31,084","2","$27,050"
"#371","eubanks",35.2,"12","60","65","0","94","26,052","5,011","0","$27,028"
"#372","xpilar",54.9,"573","258","180","224,503","245,328","8","30,824","72","$26,885"
"#373","halfempty",25,"0","0","0","0","0","0","30,858","0","$26,849"
"#374","fabio",66.4,"1,386","993","909","7,401,171","1,292,791","81","30,491","215","$26,776"
"#375","eric818",47.3,"121","171","164","46,738","298,888","0","30,592","35","$26,647"
"#376","akshaybajaj",25,"1","0","0","0","0","30,577","35","0","$26,636"
"#377","themonetaryfew",49.6,"299","393","360","104,424","301,474","15,068","15,424","51","$26,573"
"#378","unix",25,"0","0","0","0","0","0","30,477","0","$26,518"
"#379","majorminer",25,"0","0","0","0","0","0","30,477","0","$26,518"
"#380","lockheed",25,"0","0","0","0","0","0","30,477","0","$26,518"
"#381","kevlar",25,"0","0","0","0","0","0","30,477","0","$26,518"
"#382","deaddy",50.6,"164","233","42","215,083","25,174","0","30,343","36","$26,431"
"#383","neilstrauss",67.2,"107","990","10","26,710,051","234","5,109","22,399","3,026","$26,414"
"#384","adash",25,"0","1","0","0","0","30,000","6","351","$26,396"
"#385","johnsmith",61,"1,220","790","649","3,024,003","358,068","0","30,283","2","$26,350"
"#386","acidyo",71.5,"8,097","4,286","3,677","35,668,769","10,026,950","305","29,829","111","$26,310"
"#387","algebra",25,"0","0","0","0","0","0","30,194","0","$26,271"
"#388","ausbitbank",71.6,"3,684","3,813","3,681","34,848,080","9,272,979","0","24,088","6,427","$26,223"
"#389","statusiv",25.3,"5","11","4","83","0","30,000","1","0","$26,103"
"#390","bcc",25,"0","65","1","0","957,425","0","29,963","0","$26,070"
"#391","sizzlingmonkeys",46.2,"156","128","58","56,579","66,496","0","29,854","36","$26,005"
"#392","inertia",70,"1,835","1,341","1,150","14,822,968","1,603,815","58","29,044","723","$25,914"
"#393","streemian",59.4,"76","242","0","6,391,110","25,005","1","29,770","9","$25,912"
"#394","blurrycat",25,"0","0","0","0","0","0","29,759","0","$25,893"
"#395","anotherjoe",66.4,"2,798","1,347","1,075","6,059,461","1,938,342","31","29,667","0","$25,839"
"#396","terra",25,"0","1","0","0","0","11,964","15,109","2,670","$25,742"
"#397","secretpayout6",25,"0","15","1","0","0","419","29,003","0","$25,600"
"#398","lichtblick",68.2,"6,468","1,280","1,202","9,970,382","1,176,062","0","27,573","1,892","$25,541"
"#399","mysteempower2",25,"0","0","0","0","128","435","28,852","0","$25,482"
"#400","katyakov",63.5,"475","362","108","3,101,801","149,264","8,343","20,865","16","$25,426"
"#401","miningcoins",25,"0","35","8","0","9,345","3,166","26,005","0","$25,382"
"#402","moonjaein",32.7,"2","11","3","1,489","7,906","24,317","4,673","1","$25,225"
"#403","steem-id",55.1,"89","252","8","1,055,530","1,201,908","0","28,988","0","$25,223"
"#404","anyx",68.2,"1,093","2,427","1,480","28,859,463","7,960,038","17","28,079","771","$25,078"
"#405","lafona5",25,"0","23","0","0","267,156","5","28,611","14","$24,910"
"#406","pkoi",25,"1","14","0","0","1,103","28,576","1","12","$24,875"
"#407","newyo",36.9,"9","59","11","479","1,377,858","28,474","20","0","$24,793"
"#408","cjh",46.9,"37","210","198","33,287","33,036","0","28,347","5","$24,668"
"#409","flipstar",55.2,"1,343","561","377","560,697","70,290","0","28,308","1","$24,631"
"#410","danknugs",60.5,"122","260","1","3,064,698","441,800","0","28,251","0","$24,581"
"#411","joele",53.6,"336","964","717","294,118","2,466,504","36","28,048","151","$24,559"
"#412","vinyasayoga",25,"0","40","6","0","0","28,159","55","0","$24,549"
"#413","klye",71.8,"8,156","2,268","1,680","35,653,923","469,290","2,004","26,087","83","$24,509"
"#414","emilhoch",25,"8","186","47","0","411,158","0","28,148","2","$24,492"
"#415","insider",25,"2","24","0","0","0","8,627","19,429","0","$24,411"
"#416","sword",39.4,"4","62","1","15,659","4,316","4,310","23,708","14","$24,390"
"#417","vintagebazaar",54.2,"58","100","45","324,362","3,894","6,202","21,718","0","$24,294"
"#418","chryspano",54.2,"222","332","187","1,378,837","1,000,247","2,838","25,006","3","$24,229"
"#419","recursive2",25,"0","30","0","0","2,174,165","0","27,767","1","$24,160"
"#420","steemservices",65.4,"50","454","0","39,038,961","2,671,059","0","27,672","0","$24,078"
"#421","kennyrowe",63.7,"155","246","37","4,079,070","18,795","0","26,929","768","$24,060"
"#422","mrosenquist",68.7,"1,496","698","162","13,250,778","64,554","18,707","8,673","238","$24,018"
"#423","albensilverberg",58.6,"687","592","139","1,308,094","236,219","0","27,604","0","$24,018"
"#424","try1",25,"0","0","0","0","0","0","27,585","0","$24,002"
"#425","onealfa",56.5,"858","647","632","937,628","233,723","0","27,560","14","$23,991"
"#426","meerkat",25,"0","54","0","0","541,576","0","27,520","0","$23,945"
"#427","streetstyle",68.5,"2,467","1,032","700","11,591,354","818,593","0","27,475","2","$23,907"
"#428","recursive3",25,"0","42","0","0","1,947,467","0","27,381","1","$23,824"
"#429","stephenkendal",72,"7,042","2,647","2,288","26,532,703","555,131","0","27,089","296","$23,813"
"#430","mail",25,"0","0","0","0","0","0","27,264","0","$23,722"
"#431","japanfund",25,"0","4","0","0","229","0","27,156","0","$23,629"
"#432","the-alien",72.6,"3,311","2,159","152","109,307,950","2,378,464","10,001","17,011","108","$23,591"
"#433","atomrigs",62.2,"533","735","62","2,550,674","288,000","0","25,679","1,484","$23,558"
"#434","salva82",59.1,"248","235","21","903,664","75,581","0","26,809","222","$23,508"
"#435","minnowbooster",54.9,"2,817","796","0","370,296","316,475","7,010","19,802","63","$23,380"
"#436","ramblin-bob",54.7,"41","118","39","321,767","78,785","13","26,790","1","$23,322"
"#437","gregketterman",25,"10","40","10","105","18","26,787","2","0","$23,308"
"#438","megaspore",64.2,"485","197","30","2,639,072","79,894","644","25,795","315","$23,262"
"#439","timsaid",71.4,"3,047","4,694","2,841","63,543,324","1,932,074","1,801","24,924","0","$23,253"
"#440","ezzy",67,"1,829","1,004","462","9,039,810","1,068,337","0","26,640","43","$23,214"
"#441","etcmike",68.5,"2,761","1,143","569","7,811,865","1,217,724","0","26,677","0","$23,211"
"#442","myvoter",25,"0","33","0","0","946,994","0","26,571","0","$23,119"
"#443","davidp",51.6,"180","329","74","212,190","49,206","22","26,274","123","$22,980"
"#444","billbutler",61.9,"422","625","87","9,099,216","307,664","2,019","24,273","27","$22,899"
"#445","marco-delsalto",56.2,"472","571","510","639,889","58,028","769","25,439","88","$22,876"
"#446","b0y2k",70.8,"2,352","1,260","29","49,730,182","508,294","0","25,077","1,184","$22,788"
"#447","benhoneywell",50.1,"1","41","0","134,511","0","0","26,049","55","$22,710"
"#448","a48",32.2,"11","187","23","129","4,770","0","26,071","0","$22,684"
"#449","charbo",25,"0","16","1","0","1","0","26,062","0","$22,676"
"#450","complexring",68.2,"987","1,504","39","35,409,359","47,729,760","0","25,982","26","$22,627"
"#451","boobies",25,"0","0","0","0","0","0","25,958","0","$22,586"
"#452","steemcleaners",73.3,"12,483","2,089","0","65,802,420","57,191","2,783","21,262","1,848","$22,436"
"#453","maa",64.9,"1,479","1,118","650","7,503,400","507,930","0","25,722","0","$22,381"
"#454","carface",56.8,"912","536","61","846,318","219,703","7","25,690","0","$22,358"
"#455","btu",25,"0","63","7","0","759,947","2","25,612","0","$22,287"
"#456","uradick",25,"0","34","25","0","751,096","0","25,546","0","$22,227"
"#457","liondani",67.6,"2,328","1,266","1,108","19,411,497","3,094,553","0","24,784","750","$22,179"
"#458","creat0r",42.5,"6","113","7","1,792","8,519","12,725","12,728","0","$22,146"
"#459","daveks",70.2,"10,932","2,636","2,188","13,267,631","921,211","0","22,148","3,439","$22,087"
"#460","steemydino",47,"90","60","6","8,818","3,840","0","25,307","0","$22,019"
"#461","tarekadam",65.4,"963","716","405","4,657,746","721,311","0","25,269","37","$22,017"
"#462","awgbibb",66,"2,355","1,054","784","5,071,567","640,096","0","24,559","762","$21,993"
"#463","triplej",49.9,"222","85","0","111,703","202,201","1,700","23,348","87","$21,865"
"#464","opheliafu",74,"9,337","2,275","1,643","65,655,206","1,960,446","0","24,182","531","$21,475"
"#465","danlupi",53.6,"775","339","46","324,796","45,395","0","24,646","15","$21,457"
"#466","firepower",68,"7,182","4,731","4,799","23,115,883","598,772","0","24,522","6","$21,341"
"#467","rea",67.4,"2,099","1,407","661","9,818,164","944,315","0","24,357","154","$21,319"
"#468","creadordelfuturo",57.9,"157","342","46","522,089","412,537","75","24,287","88","$21,269"
"#469","jacor",70,"1,560","1,880","721","31,076,649","588,867","0","23,981","426","$21,215"
"#470","oceancoinz",54.8,"690","591","678","556,890","102,751","0","24,200","0","$21,056"
"#471","instability",25,"0","0","0","0","0","0","24,144","0","$21,007"
"#472","veveve",25,"0","0","0","0","0","0","24,057","0","$20,931"
"#473","steemthebest",25,"0","0","0","0","0","0","23,897","0","$20,793"
"#474","goldbug",25,"0","0","0","0","0","0","23,763","0","$20,676"
"#475","berkah",40.6,"22","161","1","1,582","1,556,383","17","23,727","0","$20,660"
"#476","lexiconical",57.6,"1,612","597","303","1,155,003","226,017","0","23,373","370","$20,639"
"#477","secom",59.4,"768","357","349","1,017,105","577,119","1,965","21,738","0","$20,624"
"#478","xiaohui",67,"460","403","16","4,816,725","1,971,065","5,374","17,913","389","$20,581"
"#479","imaginary",25,"0","0","0","0","0","0","23,555","0","$20,495"
"#480","drsteem",25,"0","0","0","0","271","5,867","17,394","0","$20,240"
"#481","nnnn2",25,"0","15","0","0","0","0","23,178","0","$20,167"
"#482","gargon",70.8,"2,019","1,153","616","24,492,984","2,881,504","3,129","19,918","0","$20,053"
"#483","barbro",60.3,"199","444","97","1,910,168","1,766,947","1","22,599","423","$20,010"
"#484","cyrano.witness",57.9,"274","160","1","1,097,928","261,080","0","22,397","417","$19,828"
"#485","worldclassplayer",58.5,"1,577","475","338","1,011,386","294,263","0","22,702","33","$19,780"
"#486","smooth.witness",62.6,"17","597","0","5,320,304","3,906,851","70","22,588","12","$19,724"
"#487","kdj",56.2,"271","259","226","376,553","164,281","0","22,643","17","$19,715"
"#488","kotori",25,"0","0","0","0","0","6,310","16,342","0","$19,710"
"#489","lukewearechange",68.5,"134","2,387","2","20,608,398","1,637","6,921","12,625","3,261","$19,678"
"#490","roland-hicks",25,"0","14","2","0","730","8,689","13,915","0","$19,667"
"#491","lordvader",68.6,"1,830","1,209","445","19,788,951","391,242","1,578","20,839","19","$19,520"
"#492","meesterboom",71.7,"14,925","2,185","1,896","33,039,809","685,596","53","19,852","2,658","$19,496"
"#493","yun093",50.3,"115","263","285","52,226","118,840","0","22,389","10","$19,489"
"#494","doitvoluntarily",74.9,"12,375","3,795","3,453","67,571,530","915,038","17","22,209","0","$19,339"
"#495","mottler-1",25,"0","0","0","0","0","0","22,149","0","$19,272"
"#496","morning",68.3,"997","789","294","11,823,396","478,488","543","21,407","201","$19,263"
"#497","saramiller",69.6,"2,254","1,125","1,012","18,102,792","469,475","1","20,689","1,498","$19,229"
"#498","java1959",55.2,"104","100","12","831,636","166,289","0","22,012","1","$19,153"
"#499","seanpaul",25,"2","0","0","0","0","22,002","6","0","$19,149"
"#500","joeyd1",25,"0","26","0","0","0","0","21,975","0","$19,121"
"#501","gardenofeden",70.7,"2,933","1,633","1,451","22,780,960","127,473","36","21,073","685","$18,928"
"#502","grognak",54.4,"645","357","230","301,959","257,218","2","21,721","8","$18,908"
"#503","homo.steemiensis",25,"0","7","0","0","15,845","0","21,724","0","$18,901"
"#504","gotoperson",67.5,"3,387","787","362","13,907,889","2,341,975","69","21,541","1","$18,803"
"#505","morten",25,"4","44","12","0","18,779","0","21,562","0","$18,761"
"#506","crypt0",69.4,"1,436","4,763","50","16,435,219","108,858","2","7,375","15,003","$18,707"
"#507","trogdor",63,"1,119","1,185","21","8,819,468","2,179,143","0","20,654","868","$18,682"
"#508","lxteem",25,"0","0","0","0","4,438","6,830","14,601","0","$18,646"
"#509","kafkanarchy84",72,"2,391","1,822","1,156","26,321,889","291,750","0","21,135","279","$18,618"
"#510","bitacer",55.5,"361","188","10","367,673","465,602","379","20,880","6","$18,502"
