"#","Name","Symbol","Market Cap","Price","Available Supply","Volume (24h)","% 1h","% 24h","% 7d","date","market_cap"
4,"Litecoin","LTC","$ 209,603,862","$ 4.51","46,492,145","$ 7,644,466","-0.36 %","5.46 %","7.57 %",2016-07-03," $ 12,977,161,091 "
5,"The DAO","DAO","$ 107,105,330","$ 0.092825","1,153,836,913
                    
                    
                        *","$ 629,878","-0.06 %","-0.74 %","-9.69 %",2016-07-03," $ 12,977,161,091 "
6,"NEM","XEM","$ 94,458,061","$ 0.010495","8,999,999,999
                    
                    
                        *","$ 1,078,015","-0.15 %","-0.46 %","48.41 %",2016-07-03," $ 12,977,161,091 "
7,"Dash","DASH","$ 47,304,011","$ 7.21","6,560,890","$ 289,545","0.10 %","-0.50 %","3.10 %",2016-07-03," $ 12,977,161,091 "
8,"MaidSafeCoin","MAID","$ 32,567,239","$ 0.071963","452,552,412
                    
                    
                        *","$ 301,442","0.08 %","-1.13 %","-4.31 %",2016-07-03," $ 12,977,161,091 "
9,"Dogecoin","DOGE","$ 31,090,010","$ 0.000296","105,011,476,063","$ 262,362","-0.54 %","-2.11 %","3.20 %",2016-07-03," $ 12,977,161,091 "
10,"Lisk","LSK","$ 31,077,044","$ 0.310770","100,000,000
                    
                    
                        *","$ 509,279","0.09 %","-2.34 %","-10.87 %",2016-07-03," $ 12,977,161,091 "
1,"Bitcoin","BTC","$ 10,201,703,624","$ 647.68","15,751,027","$ 165,039,507","-0.09 %","-1.36 %","-6.04 %",2016-07-10," $ 12,254,585,336 "
2,"Ethereum","ETH","$ 888,581,754","$ 10.86","81,838,657","$ 14,022,026","0.04 %","-1.72 %","-9.85 %",2016-07-10," $ 12,254,585,336 "
3,"Ripple","XRP","$ 234,795,533","$ 0.006643","35,345,971,933
                    
                    
                        *","$ 603,065","-0.03 %","-0.63 %","-0.71 %",2016-07-10," $ 12,254,585,336 "
4,"Litecoin","LTC","$ 191,824,615","$ 4.12","46,587,116","$ 2,483,774","-0.09 %","-0.93 %","-8.67 %",2016-07-10," $ 12,254,585,336 "
5,"The DAO","DAO","$ 115,331,940","$ 0.099955","1,153,836,913
                    
                    
                        *","$ 2,899,763","0.29 %","0.12 %","7.68 %",2016-07-10," $ 12,254,585,336 "
6,"NEM","XEM","$ 72,088,078","$ 0.008010","8,999,999,999
                    
                    
                        *","$ 337,533","-0.06 %","-1.30 %","-23.68 %",2016-07-10," $ 12,254,585,336 "
7,"Steem","STEEM","$ 53,255,780","$ 0.673143","79,115,121","$ 104,490","0.12 %","94.95 %","220.15 %",2016-07-10," $ 12,254,585,336 "
8,"Dash","DASH","$ 48,627,666","$ 7.39","6,583,219","$ 283,775","0.09 %","1.56 %","2.45 %",2016-07-10," $ 12,254,585,336 "
9,"MaidSafeCoin","MAID","$ 30,122,787","$ 0.066562","452,552,412
                    
                    
                        *","$ 184,969","-0.08 %","-0.96 %","-7.51 %",2016-07-10," $ 12,254,585,336 "
10,"Dogecoin","DOGE","$ 28,320,795","$ 0.000269","105,108,349,946","$ 152,928","0.02 %","-1.73 %","-8.99 %",2016-07-10," $ 12,254,585,336 "
1,"Bitcoin","BTC","$ 10,473,024,314","$ 664.41","15,762,994","$ 40,844,378","0.06 %","-0.11 %","2.58 %",2016-07-17," $ 12,882,712,904 "
2,"Ethereum","ETH","$ 935,944,265","$ 11.41","82,062,491","$ 11,633,567","-0.20 %","-3.53 %","5.04 %",2016-07-17," $ 12,882,712,904 "
3,"Steem","STEEM","$ 296,231,190","$ 3.46","85,659,307","$ 669,930","0.71 %","1.51 %","413.75 %",2016-07-17," $ 12,882,712,904 "
4,"Ripple","XRP","$ 231,842,344","$ 0.006542","35,438,257,609
                    
                    
                        *","$ 766,376","-0.00 %","1.30 %","-1.51 %",2016-07-17," $ 12,882,712,904 "
5,"Litecoin","LTC","$ 193,514,432","$ 4.14","46,696,451","$ 922,308","0.02 %","-0.26 %","0.64 %",2016-07-17," $ 12,882,712,904 "
6,"The DAO","DAO","$ 126,629,885","$ 0.109747","1,153,836,913
                    
                    
                        *","$ 1,298,267","-0.25 %","-2.22 %","9.80 %",2016-07-17," $ 12,882,712,904 "
7,"NEM","XEM","$ 70,838,408","$ 0.007871","8,999,999,999
                    
                    
                        *","$ 366,729","-0.02 %","-3.60 %","-1.73 %",2016-07-17," $ 12,882,712,904 "
8,"Dash","DASH","$ 54,569,587","$ 8.27","6,598,099","$ 242,632","-0.02 %","1.06 %","11.97 %",2016-07-17," $ 12,882,712,904 "
9,"MaidSafeCoin","MAID","$ 33,745,288","$ 0.074567","452,552,412
                    
                    
                        *","$ 190,687","-0.29 %","-1.97 %","12.03 %",2016-07-17," $ 12,882,712,904 "
10,"Lisk","LSK","$ 32,152,904","$ 0.321529","100,000,000
                    
                    
                        *","$ 381,713","-0.16 %","-0.36 %","15.74 %",2016-07-17," $ 12,882,712,904 "
1,"Bitcoin","BTC","$ 10,328,260,470","$ 654.74","15,774,534","$ 59,994,147","-0.01 %","0.31 %","-1.45 %",2016-07-24," $ 12,879,741,553 "
2,"Ethereum","ETH","$ 1,145,871,007","$ 13.93","82,287,410","$ 32,592,205","-0.56 %","-4.15 %","22.09 %",2016-07-24," $ 12,879,741,553 "
3,"Steem","STEEM","$ 339,317,655","$ 3.62","93,716,995","$ 752,287","-0.75 %","0.35 %","4.70 %",2016-07-24," $ 12,879,741,553 "
4,"Ripple","XRP","$ 223,004,782","$ 0.006273","35,550,142,696
                    
                    
                        *","$ 392,665","-0.08 %","-0.24 %","-4.11 %",2016-07-24," $ 12,879,741,553 "
5,"Litecoin","LTC","$ 189,741,442","$ 4.05","46,793,990","$ 985,945","-0.03 %","0.21 %","-2.15 %",2016-07-24," $ 12,879,741,553 "
6,"NEM","XEM","$ 62,756,054","$ 0.006973","8,999,999,999
                    
                    
                        *","$ 448,635","-0.28 %","-2.00 %","-11.41 %",2016-07-24," $ 12,879,741,553 "
7,"Dash","DASH","$ 61,625,493","$ 9.32","6,612,983","$ 387,968","-0.01 %","0.41 %","12.68 %",2016-07-24," $ 12,879,741,553 "
8,"MaidSafeCoin","MAID","$ 35,430,995","$ 0.078291","452,552,412
                    
                    
                        *","$ 231,932","-0.31 %","1.90 %","5.00 %",2016-07-24," $ 12,879,741,553 "
9,"Lisk","LSK","$ 30,178,583","$ 0.301786","100,000,000
                    
                    
                        *","$ 465,129","-0.67 %","-2.49 %","-6.14 %",2016-07-24," $ 12,879,741,553 "
10,"Emercoin","EMC","$ 28,263,291","$ 0.740494","38,168,165","$ 459,956","-0.09 %","-1.89 %","58.41 %",2016-07-24," $ 12,879,741,553 "
1,"Bitcoin","BTC","$ 10,096,782,495","$ 639.62","15,785,626","$ 60,892,131","-0.28 %","-2.58 %","-2.31 %",2016-07-31," $ 12,492,651,746 "
2,"Ethereum","ETH","$ 1,022,913,626","$ 12.40","82,510,499","$ 11,154,513","-0.12 %","-2.40 %","-10.97 %",2016-07-31," $ 12,492,651,746 "
3,"Steem","STEEM","$ 235,757,188","$ 2.34","100,625,596","$ 398,774","-0.65 %","0.04 %","-35.29 %",2016-07-31," $ 12,492,651,746 "
4,"Ripple","XRP","$ 215,999,572","$ 0.006076","35,550,137,658
                    
                    
                        *","$ 482,604","-0.11 %","-1.10 %","-3.14 %",2016-07-31," $ 12,492,651,746 "
5,"Litecoin","LTC","$ 187,855,288","$ 4.01","46,896,500","$ 1,000,302","-0.10 %","-1.80 %","-1.21 %",2016-07-31," $ 12,492,651,746 "
6,"Ethereum Cla...","ETC","$ 135,804,091","$ 1.65","82,297,453","$ 11,433,931","1.08 %","-0.03 %","?",2016-07-31," $ 12,492,651,746 "
7,"Dash","DASH","$ 60,558,440","$ 9.14","6,627,851","$ 242,543","-0.05 %","-2.39 %","-1.95 %",2016-07-31," $ 12,492,651,746 "
8,"NEM","XEM","$ 59,947,619","$ 0.006661","8,999,999,999
                    
                    
                        *","$ 115,449","-0.10 %","0.74 %","-4.48 %",2016-07-31," $ 12,492,651,746 "
9,"MaidSafeCoin","MAID","$ 36,211,310","$ 0.080016","452,552,412
                    
                    
                        *","$ 306,641","-0.24 %","1.40 %","2.20 %",2016-07-31," $ 12,492,651,746 "
10,"Lisk","LSK","$ 27,513,232","$ 0.275132","100,000,000
                    
                    
                        *","$ 394,116","-0.41 %","-1.35 %","-8.83 %",2016-07-31," $ 12,492,651,746 "
1,"Bitcoin","BTC","$ 9,315,539,923","$ 589.63","15,798,969","$ 98,192,120","0.06 %","2.97 %","-7.82 %",2016-08-07," $ 11,638,999,573 "
2,"Ethereum","ETH","$ 905,752,654","$ 10.95","82,734,010","$ 16,485,163","0.09 %","2.07 %","-11.69 %",2016-08-07," $ 11,638,999,573 "
3,"Ripple","XRP","$ 223,571,432","$ 0.006288","35,557,883,251
                    
                    
                        *","$ 1,973,649","-0.07 %","-2.50 %","3.48 %",2016-08-07," $ 11,638,999,573 "
4,"Steem","STEEM","$ 217,746,223","$ 2.04","106,949,222","$ 196,964","-0.16 %","-1.38 %","-13.10 %",2016-08-07," $ 11,638,999,573 "
5,"Ethereum Cla...","ETC","$ 209,172,035","$ 2.54","82,407,058","$ 23,578,222","-1.06 %","-4.82 %","53.82 %",2016-08-07," $ 11,638,999,573 "
6,"Litecoin","LTC","$ 176,538,344","$ 3.76","47,000,775","$ 898,472","-0.00 %","1.10 %","-6.23 %",2016-08-07," $ 11,638,999,573 "
7,"Dash","DASH","$ 69,811,622","$ 10.50","6,650,056","$ 513,404","-0.08 %","4.28 %","14.89 %",2016-08-07," $ 11,638,999,573 "
8,"NEM","XEM","$ 47,687,751","$ 0.005299","8,999,999,999
                    
                    
                        *","$ 148,335","-0.12 %","2.10 %","-20.45 %",2016-08-07," $ 11,638,999,573 "
9,"MaidSafeCoin","MAID","$ 39,686,750","$ 0.087695","452,552,412
                    
                    
                        *","$ 748,976","-0.11 %","2.21 %","9.60 %",2016-08-07," $ 11,638,999,573 "
10,"Nxt","NXT","$ 29,984,415","$ 0.030014","998,999,999
                    
                    
                        *","$ 417,997","0.11 %","-1.09 %","9.64 %",2016-08-07," $ 11,638,999,573 "
1,"Bitcoin","BTC","$ 9,228,619,466","$ 583.67","15,811,430","$ 62,829,903","-0.05 %","-0.70 %","-1.01 %",2016-08-14," $ 11,560,008,512 "
2,"Ethereum","ETH","$ 964,639,343","$ 11.63","82,959,570","$ 7,046,220","0.08 %","-0.81 %","6.21 %",2016-08-14," $ 11,560,008,512 "
3,"Ripple","XRP","$ 215,760,101","$ 0.006068","35,558,046,921
                    
                    
                        *","$ 581,721","-0.04 %","-0.78 %","-3.49 %",2016-08-14," $ 11,560,008,512 "
4,"Litecoin","LTC","$ 174,899,562","$ 3.71","47,103,023","$ 1,727,425","-0.01 %","-0.21 %","-1.14 %",2016-08-14," $ 11,560,008,512 "
5,"Steem","STEEM","$ 172,675,660","$ 1.52","113,289,861","$ 349,861","-0.32 %","7.58 %","-25.14 %",2016-08-14," $ 11,560,008,512 "
6,"Ethereum Cla...","ETC","$ 159,309,359","$ 1.92","82,939,459","$ 4,149,683","0.16 %","2.66 %","-24.33 %",2016-08-14," $ 11,560,008,512 "
7,"Dash","DASH","$ 87,431,385","$ 13.12","6,664,977","$ 1,842,299","0.33 %","6.28 %","24.96 %",2016-08-14," $ 11,560,008,512 "
8,"NEM","XEM","$ 58,383,085","$ 0.006487","8,999,999,999
                    
                    
                        *","$ 307,963","0.25 %","-3.83 %","22.43 %",2016-08-14," $ 11,560,008,512 "
9,"MaidSafeCoin","MAID","$ 48,751,880","$ 0.107726","452,552,412
                    
                    
                        *","$ 2,983,317","0.58 %","-9.18 %","22.84 %",2016-08-14," $ 11,560,008,512 "
10,"Nxt","NXT","$ 28,552,320","$ 0.028581","998,999,998
                    
                    
                        *","$ 199,794","-0.05 %","-3.64 %","-4.78 %",2016-08-14," $ 11,560,008,512 "
1,"Bitcoin","BTC","$ 9,218,843,503","$ 582.59","15,823,795","$ 64,992,776","0.01 %","0.94 %","-0.18 %",2016-08-21," $ 11,515,550,201 "
2,"Ethereum","ETH","$ 924,223,645","$ 11.11","83,185,094","$ 6,145,081","-0.17 %","0.84 %","-4.45 %",2016-08-21," $ 11,515,550,201 "
3,"Ripple","XRP","$ 216,831,023","$ 0.006097","35,562,073,617
                    
                    
                        *","$ 348,987","-0.04 %","-0.31 %","0.48 %",2016-08-21," $ 11,515,550,201 "
4,"Steem","STEEM","$ 171,003,731","$ 1.43","119,653,733","$ 141,559","0.01 %","-1.86 %","-6.24 %",2016-08-21," $ 11,515,550,201 "
5,"Litecoin","LTC","$ 170,900,722","$ 3.62","47,201,548","$ 1,128,029","0.01 %","0.31 %","-2.49 %",2016-08-21," $ 11,515,550,201 "
6,"Ethereum Cla...","ETC","$ 144,802,429","$ 1.74","83,160,013","$ 3,106,870","-0.07 %","0.52 %","-9.35 %",2016-08-21," $ 11,515,550,201 "
7,"Dash","DASH","$ 89,190,247","$ 13.35","6,679,811","$ 1,319,358","0.01 %","-2.23 %","1.79 %",2016-08-21," $ 11,515,550,201 "
8,"NEM","XEM","$ 58,363,550","$ 0.006485","8,999,999,999
                    
                    
                        *","$ 77,089","-0.28 %","-2.02 %","-0.03 %",2016-08-21," $ 11,515,550,201 "
9,"MaidSafeCoin","MAID","$ 44,919,406","$ 0.099258","452,552,412
                    
                    
                        *","$ 143,411","0.03 %","0.62 %","-7.86 %",2016-08-21," $ 11,515,550,201 "
10,"Monero","XMR","$ 31,046,153","$ 2.44","12,703,179","$ 1,610,647","0.01 %","1.99 %","24.22 %",2016-08-21," $ 11,515,550,201 "
1,"Bitcoin","BTC","$ 9,048,657,731","$ 571.40","15,836,013","$ 52,506,930","0.05 %","-0.96 %","-1.92 %",2016-08-28," $ 11,262,427,474 "
2,"Ethereum","ETH","$ 925,303,528","$ 11.09","83,410,361","$ 3,620,077","-0.05 %","-1.27 %","-0.15 %",2016-08-28," $ 11,262,427,474 "
3,"Ripple","XRP","$ 212,595,295","$ 0.005978","35,562,730,335
                    
                    
                        *","$ 258,309","0.03 %","-0.73 %","-1.96 %",2016-08-28," $ 11,262,427,474 "
4,"Litecoin","LTC","$ 177,226,477","$ 3.75","47,303,151","$ 1,578,646","0.01 %","-1.48 %","3.48 %",2016-08-28," $ 11,262,427,474 "
5,"Ethereum Cla...","ETC","$ 111,381,746","$ 1.34","83,379,488","$ 4,030,476","-0.24 %","-7.22 %","-23.28 %",2016-08-28," $ 11,262,427,474 "
6,"Steem","STEEM","$ 107,485,169","$ 0.851036","126,299,168","$ 170,920","-0.42 %","-6.78 %","-40.45 %",2016-08-28," $ 11,262,427,474 "
7,"Dash","DASH","$ 84,225,152","$ 12.58","6,694,713","$ 771,218","0.06 %","-0.09 %","-5.78 %",2016-08-28," $ 11,262,427,474 "
8,"Monero","XMR","$ 81,569,895","$ 6.39","12,758,476","$ 19,044,949","3.13 %","48.96 %","161.60 %",2016-08-28," $ 11,262,427,474 "
9,"NEM","XEM","$ 51,422,496","$ 0.005714","8,999,999,999
                    
                    
                        *","$ 148,758","0.34 %","0.25 %","-11.89 %",2016-08-28," $ 11,262,427,474 "
10,"MaidSafeCoin","MAID","$ 49,403,329","$ 0.109166","452,552,412
                    
                    
                        *","$ 238,556","-0.25 %","-1.62 %","9.98 %",2016-08-28," $ 11,262,427,474 "
1,"Bitcoin","BTC","$9,491,339,138","$598.89","15,848,316","$153,455,351","0.06%","4.19%","4.81%",2016-09-04," $11,840,864,472 "
2,"Ethereum","ETH","$972,266,941","$11.63","83,633,953","$12,046,463","-0.11%","-3.86%","4.79%",2016-09-04," $11,840,864,472 "
3,"Ripple","XRP","$210,643,192","$0.005964","35,316,813,001
                    
                    
                        *","$730,756","-0.06%","0.06%","-0.23%",2016-09-04," $11,840,864,472 "
4,"Litecoin","LTC","$185,790,819","$3.92","47,405,233","$2,677,277","0.11%","2.65%","4.61%",2016-09-04," $11,840,864,472 "
5,"Monero","XMR","$147,570,139","$11.52","12,814,309","$62,884,797","0.61%","-1.23%","80.12%",2016-09-04," $11,840,864,472 "
6,"Ethereum Cla...","ETC","$113,156,248","$1.35","83,599,360","$4,335,591","0.35%","-1.03%","1.33%",2016-09-04," $11,840,864,472 "
7,"Steem","STEEM","$108,111,224","$0.812401","133,076,237","$127,807","-0.23%","-4.24%","-4.54%",2016-09-04," $11,840,864,472 "
8,"Dash","DASH","$73,640,359","$10.98","6,709,596","$1,156,705","-0.43%","-2.14%","-12.76%",2016-09-04," $11,840,864,472 "
9,"NEM","XEM","$51,122,155","$0.005680","8,999,999,999
                    
                    
                        *","$94,289","-0.06%","0.70%","-0.58%",2016-09-04," $11,840,864,472 "
10,"MaidSafeCoin","MAID","$39,627,099","$0.087564","452,552,412
                    
                    
                        *","$945,765","-1.00%","-10.72%","-19.79%",2016-09-04," $11,840,864,472 "
1,"Bitcoin","BTC","$9,886,565,692","$623.33","15,860,812","$41,850,824","-0.00%","0.03%","4.08%",2016-09-11," $12,315,622,956 "
2,"Ethereum","ETH","$1,004,711,655","$11.98","83,858,217","$8,195,466","-0.16%","2.61%","3.06%",2016-09-11," $12,315,622,956 "
3,"Ripple","XRP","$207,396,961","$0.005872","35,317,458,440
                    
                    
                        *","$319,018","0.01%","0.11%","-1.54%",2016-09-11," $12,315,622,956 "
4,"Litecoin","LTC","$188,474,059","$3.97","47,506,253","$784,853","0.00%","-0.08%","1.23%",2016-09-11," $12,315,622,956 "
5,"Monero","XMR","$156,803,838","$12.19","12,868,555","$7,826,252","-0.35%","-1.73%","5.81%",2016-09-11," $12,315,622,956 "
6,"Ethereum Cla...","ETC","$116,657,974","$1.39","83,821,592","$1,673,590","-0.37%","-2.70%","2.82%",2016-09-11," $12,315,622,956 "
7,"Steem","STEEM","$100,881,657","$0.722660","139,597,593","$163,267","0.05%","6.54%","-11.05%",2016-09-11," $12,315,622,956 "
8,"Dash","DASH","$76,578,147","$11.38","6,731,841","$649,781","0.07%","2.06%","3.65%",2016-09-11," $12,315,622,956 "
9,"NEM","XEM","$53,004,542","$0.005889","8,999,999,999
                    
                    
                        *","$71,129","0.04%","-1.38%","3.68%",2016-09-11," $12,315,622,956 "
10,"MaidSafeCoin","MAID","$47,764,198","$0.105544","452,552,412
                    
                    
                        *","$483,066","-0.06%","6.40%","20.53%",2016-09-11," $12,315,622,956 "
1,"Bitcoin","BTC","$9,633,172,217","$606.85","15,874,099","$34,080,585","0.04%","-0.07%","-2.64%",2016-09-18," $12,111,060,135 "
2,"Ethereum","ETH","$1,073,466,258","$12.77","84,083,673","$7,718,634","0.07%","1.89%","6.56%",2016-09-18," $12,111,060,135 "
3,"Ripple","XRP","$245,150,121","$0.006914","35,457,828,433
                    
                    
                        *","$1,729,478","-0.17%","-6.23%","17.74%",2016-09-18," $12,111,060,135 "
4,"Litecoin","LTC","$186,146,525","$3.91","47,606,312","$1,198,634","0.51%","2.72%","-1.44%",2016-09-18," $12,111,060,135 "
5,"Monero","XMR","$122,807,804","$9.50","12,920,963","$4,076,287","-0.28%","3.71%","-22.00%",2016-09-18," $12,111,060,135 "
6,"Ethereum Cla...","ETC","$111,800,795","$1.33","84,041,692","$1,043,040","0.07%","1.32%","-4.41%",2016-09-18," $12,111,060,135 "
7,"Dash","DASH","$79,226,040","$11.74","6,746,728","$358,653","-0.06%","-0.72%","3.23%",2016-09-18," $12,111,060,135 "
8,"Steem","STEEM","$78,197,444","$0.532798","146,767,636","$164,132","0.09%","0.31%","-26.27%",2016-09-18," $12,111,060,135 "
9,"NEM","XEM","$46,938,428","$0.005215","8,999,999,999
                    
                    
                        *","$90,919","-0.06%","-3.85%","-11.44%",2016-09-18," $12,111,060,135 "
10,"MaidSafeCoin","MAID","$41,622,526","$0.091973","452,552,412
                    
                    
                        *","$152,787","0.02%","-0.01%","-12.86%",2016-09-18," $12,111,060,135 "
1,"Bitcoin","BTC","$9,578,049,977","$602.89","15,886,791","$31,582,102","0.01%","-0.15%","-0.65%",2016-09-25," $12,082,621,564 "
2,"Ethereum","ETH","$1,093,626,017","$12.97","84,312,081","$9,458,648","0.07%","-1.58%","1.60%",2016-09-25," $12,082,621,564 "
3,"Ripple","XRP","$262,064,965","$0.007391","35,458,607,580
                    
                    
                        *","$2,042,279","0.25%","2.21%","6.90%",2016-09-25," $12,082,621,564 "
4,"Litecoin","LTC","$181,141,735","$3.80","47,709,094","$1,514,771","-0.02%","-0.67%","-2.90%",2016-09-25," $12,082,621,564 "
5,"Monero","XMR","$136,223,748","$10.50","12,973,894","$1,852,801","-0.22%","-3.47%","10.47%",2016-09-25," $12,082,621,564 "
6,"Ethereum Cla...","ETC","$104,907,607","$1.25","84,261,495","$838,260","-0.07%","0.41%","-6.41%",2016-09-25," $12,082,621,564 "
7,"Steem","STEEM","$95,227,547","$0.617607","154,187,878","$454,400","0.31%","28.28%","15.92%",2016-09-25," $12,082,621,564 "
8,"Dash","DASH","$78,026,273","$11.54","6,761,561","$259,821","0.03%","0.07%","-1.73%",2016-09-25," $12,082,621,564 "
9,"NEM","XEM","$46,377,074","$0.005153","8,999,999,999
                    
                    
                        *","$19,521","-0.14%","-1.65%","-1.20%",2016-09-25," $12,082,621,564 "
10,"MaidSafeCoin","MAID","$39,431,776","$0.087132","452,552,412
                    
                    
                        *","$106,445","0.03%","1.78%","-5.26%",2016-09-25," $12,082,621,564 "
1,"Bitcoin","BTC","$9,746,025,637","$612.97","15,899,802","$46,030,670","-0.02%","0.17%","1.67%",2016-10-02," $12,218,420,453 "
2,"Ethereum","ETH","$1,115,326,951","$13.19","84,545,178","$5,402,246","0.02%","0.31%","1.70%",2016-10-02," $12,218,420,453 "
3,"Ripple","XRP","$292,459,156","$0.008244","35,475,196,836
                    
                    
                        *","$4,737,774","-0.05%","-4.85%","11.55%",2016-10-02," $12,218,420,453 "
4,"Litecoin","LTC","$183,784,929","$3.84","47,808,539","$874,052","-0.01%","0.00%","1.25%",2016-10-02," $12,218,420,453 "
5,"Ethereum Cla...","ETC","$101,623,353","$1.20","84,483,381","$2,297,511","0.02%","-3.77%","-3.39%",2016-10-02," $12,218,420,453 "
6,"Monero","XMR","$98,702,726","$7.58","13,025,953","$5,090,221","0.13%","-1.18%","-27.83%",2016-10-02," $12,218,420,453 "
7,"Dash","DASH","$79,306,828","$11.70","6,776,425","$490,765","-0.01%","-2.48%","1.42%",2016-10-02," $12,218,420,453 "
8,"Steem","STEEM","$70,846,281","$0.442278","160,185,018","$81,325","-0.11%","-5.36%","-28.39%",2016-10-02," $12,218,420,453 "
9,"MaidSafeCoin","MAID","$40,398,338","$0.089268","452,552,412
                    
                    
                        *","$236,128","-0.02%","-1.35%","2.45%",2016-10-02," $12,218,420,453 "
10,"NEM","XEM","$40,216,439","$0.004468","8,999,999,999
                    
                    
                        *","$23,417","0.04%","-1.05%","-13.28%",2016-10-02," $12,218,420,453 "
1,"Bitcoin","BTC","$9,829,675,887","$617.72","15,912,794","$35,591,448","-0.02%","-0.13%","0.78%",2016-10-09," $12,253,602,442 "
2,"Ethereum","ETH","$1,044,348,129","$12.32","84,783,983","$9,981,326","0.09%","-0.86%","-6.63%",2016-10-09," $12,253,602,442 "
3,"Ripple","XRP","$261,532,818","$0.007372","35,475,802,044
                    
                    
                        *","$2,464,481","0.18%","0.68%","-10.58%",2016-10-09," $12,253,602,442 "
4,"Litecoin","LTC","$183,515,682","$3.83","47,906,942","$1,038,614","-0.04%","-0.65%","-0.35%",2016-10-09," $12,253,602,442 "
5,"Ethereum Cla...","ETC","$99,429,269","$1.17","84,705,089","$871,162","-0.07%","0.32%","-2.42%",2016-10-09," $12,253,602,442 "
6,"Monero","XMR","$91,336,475","$6.98","13,077,535","$1,548,142","0.22%","2.53%","-7.83%",2016-10-09," $12,253,602,442 "
7,"Dash","DASH","$79,478,566","$11.69","6,798,639","$356,733","-0.04%","-1.88%","-0.11%",2016-10-09," $12,253,602,442 "
8,"Augur","REP","$73,732,606","$6.70","11,000,000
                    
                    
                        *","$2,301,432","-0.28%","1.46%","-46.13%",2016-10-09," $12,253,602,442 "
9,"Steem","STEEM","$62,401,572","$0.372373","167,578,157","$162,816","-0.40%","-2.09%","-15.81%",2016-10-09," $12,253,602,442 "
10,"MaidSafeCoin","MAID","$38,139,458","$0.084276","452,552,412
                    
                    
                        *","$116,911","-0.08%","0.21%","-5.59%",2016-10-09," $12,253,602,442 "
1,"Bitcoin","BTC","$10,198,058,159","$640.41","15,924,369","$35,046,210","0.05%","-0.16%","3.67%",2016-10-16," $12,574,237,580 "
2,"Ethereum","ETH","$1,017,703,744","$11.97","85,015,982","$4,784,587","0.02%","0.63%","-2.82%",2016-10-16," $12,574,237,580 "
3,"Ripple","XRP","$290,207,883","$0.008180","35,475,773,335
                    
                    
                        *","$585,717","0.02%","-5.16%","10.96%",2016-10-16," $12,574,237,580 "
4,"Litecoin","LTC","$186,870,271","$3.89","48,004,667","$1,292,106","0.05%","-0.33%","1.62%",2016-10-16," $12,574,237,580 "
5,"Ethereum Cla...","ETC","$84,616,175","$0.996353","84,925,940","$520,382","0.06%","0.19%","-15.12%",2016-10-16," $12,574,237,580 "
6,"Monero","XMR","$83,847,067","$6.39","13,128,673","$1,991,064","-0.34%","-6.51%","-8.56%",2016-10-16," $12,574,237,580 "
7,"Dash","DASH","$75,742,035","$11.12","6,813,518","$472,842","0.10%","-3.59%","-4.91%",2016-10-16," $12,574,237,580 "
8,"Augur","REP","$63,458,204","$5.77","11,000,000
                    
                    
                        *","$490,118","-0.06%","1.17%","-13.93%",2016-10-16," $12,574,237,580 "
9,"Steem","STEEM","$45,578,531","$0.258550","176,284,979","$54,124","-0.24%","-2.24%","-30.57%",2016-10-16," $12,574,237,580 "
10,"MaidSafeCoin","MAID","$40,292,422","$0.089034","452,552,412
                    
                    
                        *","$1,033,177","0.02%","9.69%","5.64%",2016-10-16," $12,574,237,580 "
1,"Bitcoin","BTC","$10,488,953,874","$658.18","15,936,251","$82,055,560","-0.03%","3.64%","2.78%",2016-10-23," $12,925,569,597 "
2,"Ethereum","ETH","$1,027,730,240","$12.06","85,245,619","$8,103,477","-0.03%","-0.45%","0.71%",2016-10-23," $12,925,569,597 "
3,"Ripple","XRP","$320,611,507","$0.009034","35,488,165,563
                    
                    
                        *","$1,629,648","0.13%","0.91%","10.44%",2016-10-23," $12,925,569,597 "
4,"Litecoin","LTC","$188,526,541","$3.92","48,105,159","$4,217,999","0.05%","2.59%","0.68%",2016-10-23," $12,925,569,597 "
5,"Ethereum Cla...","ETC","$88,297,063","$1.04","85,147,757","$1,020,827","-0.12%","0.42%","4.08%",2016-10-23," $12,925,569,597 "
6,"Monero","XMR","$86,047,709","$6.53","13,179,705","$2,201,512","0.08%","-2.19%","2.23%",2016-10-23," $12,925,569,597 "
7,"Dash","DASH","$70,697,640","$10.35","6,828,385","$1,086,801","-0.03%","-2.58%","-6.86%",2016-10-23," $12,925,569,597 "
8,"Augur","REP","$58,459,828","$5.31","11,000,000
                    
                    
                        *","$331,366","-0.07%","0.30%","-7.88%",2016-10-23," $12,925,569,597 "
9,"Steem","STEEM","$40,456,191","$0.219532","184,284,125","$97,932","-0.71%","-6.13%","-15.09%",2016-10-23," $12,925,569,597 "
10,"MaidSafeCoin","MAID","$39,624,792","$0.087558","452,552,412
                    
                    
                        *","$123,551","-0.19%","0.39%","-1.66%",2016-10-23," $12,925,569,597 "
1,"Bitcoin","BTC","$11,293,594,402","$708.13","15,948,531","$135,162,095","-0.10%","0.99%","7.59%",2016-10-30," $13,464,251,691 "
2,"Ethereum","ETH","$890,478,255","$10.42","85,464,683","$27,040,110","-0.03%","-5.59%","-13.58%",2016-10-30," $13,464,251,691 "
